121 135 151 165 
0.542756 0 -0.255809 0 
0.576125 0.0637933 -0.224724 -0.0260975 
0.56325 0.0133884 -0.23612 -0.0225059 
0.566674 0.0337477 -0.254203 0.0132078 
0.588039 0.0502109 -0.267628 -0.0276227 
0.60715 0.0369292 -0.30848 0.0355698 
0.605275 0.088462 -0.303839 0.0220776 
0.578914 0.0579235 -0.285583 -0.0138276 
0.601989 0.0523305 -0.257742 0.00409752 
0.623229 0.0333161 -0.204346 -0.0383253 
0.615917 -0.0288129 -0.195893 -0.0598992 
0.617207 -0.117062 -0.236159 -0.0103054 
0.601189 -0.0694547 -0.271518 -0.00857416 
0.585853 -0.0388848 -0.313017 -0.000710918 
0.600821 0.023071 -0.308139 0.0225505 
0.595466 0.0222711 -0.271672 0.0202192 
0.583519 0.0244327 -0.281219 -0.0679683 
0.590776 -0.0129813 -0.30508 -0.0186605 
0.590799 -0.0634037 -0.328576 0.00658218 
0.590799 -0.0634037 -0.328576 0.00658218 
0.579973 -0.0173218 -0.271748 0.0164851 
0.57297 -0.0079332 -0.2472 0.0112992 
0.581265 0.0204923 -0.256652 0.0311683 
0.580194 -0.00737569 -0.235168 0.000350953 
0.588602 0.00454935 -0.247724 0.00585476 
0.549141 0.0116438 -0.279274 -0.0166381 
0.535545 0.031974 -0.308239 -0.0299842 
0.561284 0.0339544 -0.281487 -0.0494371 
0.558959 -0.0361965 -0.300343 0.017423 
0.529056 -0.00750539 -0.267791 0.0328518 
0.492905 -0.0154704 -0.244955 0.0615038 
0.482122 -0.0377059 -0.286303 0.072547 
0.491357 -0.0191255 -0.33004 0.0722249 
0.487169 0.0234913 -0.281357 0.0847893 
0.524834 0.045797 -0.273426 0.105646 
0.538968 0.0287941 -0.273492 0.150317 
0.46845 0.0138666 -0.270465 0.0824576 
0.442035 0.0435266 -0.293619 0.0369246 
0.457544 0.0921736 -0.296409 -0.0257222 
0.490239 0.0627501 -0.274144 -0.0264607 
